_month,0,1,2,3,4,5,6,7,8
2024-03-01,0.2674897119341564,0.17695473251028807,0.09876543209876543,0.00823045267489712,0.0823045267489712,0.053497942386831275,0.05761316872427984,0.13168724279835392,0.12345679012345678
2024-04-01,0.18741976893453144,0.20025673940949937,0.2233632862644416,0.010269576379974325,0.05263157894736842,0.0834403080872914,0.07830551989730423,0.06546854942233633,0.09884467265725289
2024-05-01,0.05963302752293578,0.18807339449541285,0.14678899082568808,0.020642201834862386,0.1651376146788991,0.10550458715596331,0.0779816513761468,0.20412844036697247,0.03211009174311927
2024-06-01,0.15789473684210525,0.22556390977443608,0.231203007518797,0.016290726817042606,0.03884711779448621,0.08020050125313283,0.023809523809523808,0.09461152882205513,0.13157894736842105
2024-07-01,0.06437768240343347,0.36623748211731044,0.24177396280400573,0.007868383404864092,0.06652360515021459,0.11087267525035766,0.026466380543633764,0.032188841201716736,0.08369098712446352
2024-08-01,0.12079378774805867,0.3028472821397757,0.10267471958584987,0.012942191544434857,0.07506471095772217,0.17687661777394306,0.0638481449525453,0.06816220880069025,0.07679033649698015
2024-09-01,0.08928571428571429,0.2819940476190476,0.17485119047619047,0.01711309523809524,0.0662202380952381,0.09672619047619048,0.050595238095238096,0.109375,0.11383928571428571
2024-10-01,0.09017595307917889,0.14882697947214077,0.07551319648093842,0.01906158357771261,0.03519061583577713,0.09310850439882698,0.03812316715542522,0.30718475073313783,0.19281524926686217
2024-11-01,0.0642570281124498,0.23493975903614459,0.09839357429718876,0.020080321285140562,0.04618473895582329,0.13052208835341367,0.01606425702811245,0.22088353413654618,0.1686746987951807
2024-12-01,0.10663641520136131,0.0890527509926262,0.1650595575723199,0.019852524106636415,0.06012478729438457,0.10153148043108338,0.07317073170731707,0.29154849688031764,0.09302325581395349
2025-01-01,0.07200496585971446,0.24953445065176907,0.17939168218497828,0.020484171322160148,0.08193668528864059,0.14711359404096835,0.09869646182495345,0.07324643078833024,0.07759155803848541
2025-02-01,0.09366804046459348,0.06706631697264893,0.09366804046459348,0.026976395653802922,0.043087298613713,0.09966279505432746,0.18883476957662046,0.30423379542899964,0.08280254777070063
2025-03-01,0.08863025962399283,0.09847806624888093,0.2269471799462847,0.023276633840644583,0.03133393017009848,0.08997314234556848,0.12085944494180842,0.23903312444046554,0.08146821844225605
2025-04-01,0.07606973058637084,0.17062863180137347,0.12044374009508717,0.03222398309561542,0.02694136291600634,0.10723718964606445,0.03222398309561542,0.3074484944532488,0.12678288431061807
2025-05-01,0.10721649484536082,0.14515463917525773,0.12412371134020618,0.033814432989690724,0.0688659793814433,0.12494845360824743,0.12288659793814433,0.2004123711340206,0.07257731958762886
2025-06-01,0.09716446124763706,0.1266540642722117,0.12325141776937618,0.01776937618147448,0.07410207939508506,0.0831758034026465,0.17391304347826086,0.18941398865784498,0.11455576559546314
2025-07-01,0.11330049261083744,0.14833059660645867,0.17159277504105092,0.0090311986863711,0.11850027367268746,0.10974274767378216,0.05829228243021346,0.1718664477285167,0.0993431855500821
2025-08-01,0.08869613878007834,0.1659205372132065,0.13430330162283155,0.006715165081141578,0.07358701734750979,0.08142137660884163,0.06687185226636821,0.2165640738668159,0.1659205372132065
2025-09-01,0.09407170749023784,0.09140930067447639,0.20624778132765353,0.010649627263045794,0.0683351082712105,0.08200212992545261,0.09957401490947816,0.2731629392971246,0.07454739084132056
2025-10-01,0.12820926852898434,0.10124333925399645,0.11997416437913773,0.01178750201840788,0.09042467301792347,0.08864847408364282,0.10318101081866624,0.2493137413208461,0.10721782657839496
2025-11-01,0.12685970244760839,0.1294192929131339,0.12462006079027356,0.011358182690769478,0.06446968485042394,0.08350663893776995,0.09934410494320908,0.2551591745320749,0.10526315789473684
